,tic,PERMNO,VOL,RET,risk_premium,SPREAD,size,s2p,epspxq,ceqq,mktrf,smb,hml,rf,umd,sprtrn,date_merge,sizeln
143,CLB,82656,32496.0,0.288118,0.280818,0.25,1541662.5,8.364152335546854e-05,0.21,214.257,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.248371937554198
144,EME,82694,56272.0,0.007853,0.0005530000000000005,0.5,1574322.75,0.0007836144145157021,1.24,615.436,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.26933573776536
145,MSM,82777,108112.0,-0.037394,-0.044694,0.25,2447169.68,0.00012091764719804798,0.48,564.301,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.710442682072252
146,GEF,83233,12927.0,-0.053201,-0.060501,3.12,747885.1,0.0008286393190611766,0.95,730.888,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.52500463553178
147,GEF,83233,12927.0,-0.053201,-0.060501,3.12,747885.1,0.0008286393190611766,0.95,730.888,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.52500463553178
148,GEF,83264,162.0,-0.048448,-0.055748,3.12,693493.9,0.0008936300665369947,0.95,730.888,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.44949772273583
149,GEF,83264,162.0,-0.048448,-0.055748,3.12,693493.9,0.0008936300665369947,0.95,730.888,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.44949772273583
150,SYKE,83422,52490.0,0.141749,0.134449,0.0625,638598.3600000001,0.0002016228165697137,0.22,226.09,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.367030991141764
151,DCOM,83815,23857.0,-0.004175,-0.011474999999999999,0.25,523709.02999999997,8.528781716824704e-05,0.26,291.714,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.168691522815125
152,GES,83822,91647.0,0.013296,0.0059960000000000005,0.0625,1800153.12,0.00014608757281713903,0.58,288.293,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.403382285915097
153,INFO,83884,20778.0,-0.2,-0.2073,0.25,12965.16,0.009720821031132667,0.31,477.18,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,9.470021038814473
154,SRCL,83906,38802.0,-0.026324,-0.033624,0.375,2912300.72,5.719017917902379e-05,-0.02,521.634,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.884453952197584
155,TTEC,83916,68350.0,0.155716,0.148416,0.25,892161.72,0.0003409191329123603,0.14,293.374,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.701402695577636
156,ANF,83976,411766.0,0.041681,0.034381,0.25,5341750.069999999,0.00013196386778911956,0.81,836.054,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.491063885709554
157,USNA,84015,79982.0,0.004653,-0.002647,0.25,3052787.54,0.00010171719974983914,1.88,441.65,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.931565678728823
158,MNST,84342,212998.0,0.151223,0.143923,0.875,7081954.6,1.383939964822706e-05,0.84,125.509,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.77306050101497
159,KRC,84392,39335.0,-0.076883,-0.08418300000000001,0.25,2143807.88,2.7924144023577338e-05,-0.3,397.686,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.57809418894882
160,APH,84769,128528.0,0.107704,0.100404,0.125,5171655.0,9.824997993872367e-05,0.63,689.235,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.458703311312558
161,PEAK,85029,4012.0,0.050725,0.043425,0.01,36018.0,0.0031606141373757566,0.17,1114.593,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,10.491774092479899
162,MMS,85067,23894.0,-0.031684,-0.038984,0.25,748398.04,0.00021743242406139918,0.42,410.377,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.52569025445828
163,EGP,85082,20725.0,-0.05839,-0.06569,0.125,984437.4600000001,3.199289064030538e-05,0.17,364.864,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.79982565041175
164,SM,85255,72552.0,-0.016089,-0.023389,0.125,3794681.52,1.1281315645166449e-05,0.08,289.006,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.14911104434169
165,SLG,85265,64907.0,-0.024631,-0.031931,0.25,4270167.0,2.8298424862540503e-05,0.45,1211.139,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.267163494510285
166,URI,85663,189537.0,0.033913,0.026612999999999998,0.25,2765174.0700000003,0.00032186038834076003,0.58,1229.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.832614145749046
167,PWR,85792,254043.0,0.012484,0.005184,0.25,1905671.5799999998,0.00027470315740343886,0.16,703.738,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.460345039849994
168,COLM,85863,72509.0,-0.045753,-0.053053,3.5,1879113.25,0.0001680148868089776,0.98,742.79,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.446310548000321
169,MAR,85913,225939.0,0.06516,0.057859999999999995,0.3125,15122055.709999999,0.0002407741427372377,1.15,3252.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.53166487913007
170,SEE,85926,67960.0,-0.069466,-0.076766,0.5,4388182.65,0.00024513564858108175,0.9,1392.1,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.29442572439702
171,SRE,86136,199862.0,-0.00947,-0.01677,0.25,11988210.0,0.00032798891577641697,1.41,6160.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.29943422478278
172,MSTR,86211,59764.0,-0.109697,-0.116997,0.5,944992.94,8.193606187153102e-05,1.36,180.722,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.758932735548502
173,CCI,86339,262391.0,0.186949,0.179649,1.3125,7268770.149999999,2.457444606361642e-05,-0.17,1178.376,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.799097667386285
174,WDR,86432,25409.0,0.079113,0.071813,0.3125,908529.4,0.0001333473633324359,0.37,47.702,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.719582527329429
175,HT,86563,30456.0,-0.065373,-0.072673,0.2,186467.85,0.00011544617476953803,-0.14,164.679,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.136014117146841
176,EWBC,86760,3370.0,0.088889,0.081589,0.1,8310.400000000001,0.05429100885637273,1.16,5269.175,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,9.02526302146843
177,EXTR,86822,664849.0,-0.095618,-0.102918,0.375,541131.68,0.00017146843075238174,0.05,257.119,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.201417929320431
178,LII,87034,78299.0,0.092766,0.085466,0.125,2329814.6300000004,0.00037367779770530496,0.6,794.4,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.66129926443707
179,ECPG,87078,96074.0,-0.069907,-0.077207,0.0625,887535.4800000001,0.00043109262516468635,1.18,1217.608,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.69620377699742
180,DVN,87137,739684.0,-0.017329,-0.024629,0.125,26560505.15,0.000120027837648261,2.18,14861.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,17.094935901593452
181,CIR,87271,946.0,-0.017345,-0.024645,0.08,55161.41,0.0037771151970190753,-0.66,206.041,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,10.918018893581985
182,NAVI,87333,14070.0,0.020408,0.013107999999999998,0.08,114836.0,0.01690880908425929,1.02,3226.425,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,11.65126030255907
183,A,87432,423860.0,0.023169,0.015868999999999998,0.0625,16644350.82,8.453318577672229e-05,-0.03,4081.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.62758142672873
184,UPS,87447,516841.0,0.02129,0.013989999999999999,0.5,52559788.81999999,0.00022743622583679934,0.95,16884.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,17.777461914248235
185,SLAB,87812,397835.0,-0.151774,-0.159074,0.125,2591003.29,4.23990198792839e-05,0.28,498.048,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.76755572932345
186,MET,87842,513836.0,0.077114,0.069814,0.75,39572294.5,0.00029121384406961793,0.71,29100.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,17.493639797528356
187,EXEL,88159,89821.0,-0.10408,-0.11138,2.75,903043.76,1.5920601677154605e-05,-0.29,33.543,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.713526291911542
188,CRL,88281,57310.0,-0.036108,-0.043408,0.0625,3404598.75,7.583830546844911e-05,0.79,1827.013,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.040637649212213
189,SPTN,88568,16961.0,0.083137,0.075837,0.125,290327.63,0.0022122386353651564,0.23,139.19,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.578765322886326
190,WW,88730,23494.0,-0.056497,-0.06379699999999999,0.125,186346.94999999998,0.001670620313345617,0.24,-736.512,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.135365537722215
191,SHEN,88742,1374.0,-0.0509,-0.0582,2.75,329088.9,0.00011919271661851857,0.37,121.6,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.704083206012573
192,GRMN,88837,162154.0,0.087247,0.079947,0.25,9357796.88,3.4120851744753834e-05,0.81,1157.264,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.051720444680104
193,FLO,88924,41948.0,-0.054209,-0.061509,0.25,1726720.39,0.00022963995925246475,0.19,512.371,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.361734438983143
194,L,89130,1688124.0,0.017052,0.009752,0.5,22398332.25,0.00017574969225666345,0.2,13092.1,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.9244970609285
195,PFG,89195,130460.0,0.051434,0.044134,0.5,14270131.96,0.00017135090319094707,0.84,7807.1,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.47367923678237
196,PRU,89258,254108.0,0.030603,0.023303,0.5,38666537.0,0.0002033024059020336,0.85,22763.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,17.47048510694863
197,ABG,89327,16668.0,-0.022819,-0.030119,0.25,635389.71,0.0020791586316372675,0.44,547.766,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.361993806163285
198,CPSI,89387,17504.0,-0.0556,-0.0629,0.0625,507567.77999999997,5.6069358854890276e-05,0.41,36.388,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.137385537630431
199,CMCSA,89525,2692010.0,0.183104,0.175804,0.25,42226725.35,0.00012826000489284922,0.05,40219.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,17.55856388068777
200,SAFT,89575,12027.0,0.013798,0.0064979999999999994,0.3125,734946.33,0.00022482321940433395,1.72,387.949,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.50755275512069
201,EQIX,89617,119721.0,0.02616,0.01886,0.25,1885135.4000000001,3.278173016113325e-05,-1.25,288.673,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.449510206523307
202,STX,89641,1347067.0,0.008735,0.0014349999999999996,0.25,13092884.799999999,0.00017566793224973616,0.6,3114.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,16.387579495576514
203,FORM,89753,158705.0,0.060275,0.052975,0.0625,1908443.13,3.763224529514799e-05,0.26,317.789,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,14.46179835245255
204,MOH,89781,47699.0,-0.023006,-0.030306,1.0,912591.6000000001,0.000463757282008732,0.39,362.85,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.724043742962335
205,CVCO,89792,5239.0,-0.068327,-0.075627,0.875,287600.31,0.00015757980233053296,0.56,120.372,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.5693269827144
206,CNO,89841,150608.0,0.017325,0.010025,0.0625,3858881.75,0.000279433284007731,0.45,3852.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.165887997396723
207,CMP,89952,30147.0,0.053621,0.046321,0.125,841743.7699999999,0.0003363256255522985,0.29,-79.1,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.64323093574853
208,PETS,90012,106230.0,-0.093979,-0.101279,0.03125,385868.7,6.709795326752337e-05,0.11,34.007,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.863252435140568
209,NRG,90071,248598.0,0.05241,0.04511,0.25,6518640.250000001,0.00010845820184661977,0.87,1825.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.690176361539637
210,CRM,90215,301947.0,-0.035233,-0.042533,0.1,3883539.9999999995,2.1288051623003757e-05,0.12,181.979,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.17225766677592
211,PLAY,90459,644397.0,-0.502924,-0.510224,0.09375,272846.60000000003,0.00038719558902328263,-0.23,200.437,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,12.51666501147755
212,CE,90520,70100.0,0.048641,0.041340999999999996,0.0625,3480435.9,0.0004424733120354264,1.11,235.0,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,15.062668102527141
213,DRH,90680,61363.0,0.036206,0.028906,0.05,1014392.9700000001,0.00010303009099126545,0.03,463.388,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.829800932436036
214,THS,90775,14266.0,-0.013183,-0.020483,1.3125,814505.6,0.00022648831389250116,-0.18,513.355,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.610336582384273
215,CNSL,90803,19672.0,-0.041956,-0.049256,0.03125,452792.8,0.00017938668636073717,-0.07,199.228,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.023189904684616
216,CF,90829,69623.0,0.018246,0.010945999999999997,0.375,951984.4,0.00048635250745705495,-0.18,755.9,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,13.76630392708462
217,LYV,91064,11445.0,-0.094828,-0.102128,1.0,73681.65000000001,0.0032217383839802717,-2.04,-471.772,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,11.207509064815252
218,REX,91064,11445.0,-0.094828,-0.102128,1.0,73681.65000000001,0.0005612795044627801,0.08,251.661,0.0073,-0.0143,0.0234,0.0036,0.0061,0.012187,2006-04,11.207509064815252
220,SHW,36506,478.0,-0.015873,-0.030773000000000002,1.0,70153.0,0.06398585947856827,4.54,3610.8,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,11.158433850118683
222,EGP,56354,7288.0,0.075161,0.06026100000000001,0.375,374245.375,3.384143357817047e-05,0.28,180.936,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,12.832666944156081
223,REX,68881,430.0,-0.285714,-0.30061400000000005,0.125,4560.625,0.027236837056324518,1.47,381.909,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,8.425214954519884
224,SCHL,69382,3244.0,0.026618,0.011718,0.25,62552.0,0.000991431129300422,1.34,42.605,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,11.04375348980435
225,MGM,69754,654.0,0.017857,0.0029570000000000013,0.5,27723.375,0.0014036891251516094,-0.4,277.673,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,10.230031199139267
228,SVC,82107,409.0,0.03125,0.01635,0.25,84430.5,0.0031320316710193594,-0.84,2102.79,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,11.343683989711627
229,GPI,85447,2648.0,-0.088496,-0.103396,0.0285,77134.125,0.038764943531802556,5.44,1449.6,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,11.253301068633725
230,PRFT,87090,42756.0,0.041481,0.026580999999999997,0.0625,254734.875,0.000638130134321027,0.27,394.078,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,12.44797857738912
231,CSII,91396,11458.0,-0.045455,-0.060355000000000006,0.5,47675.25,0.0013459604302022538,0.0,273.832,0.0149,0.0197,-0.0161,0.0063,0.0042,0.014688,1988-12,10.77216767429336
233,COHR,24572,1045.0,0.192308,0.195108,0.125,18355.875,0.017762868836271765,0.01,951.878,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,9.817704965729062
234,EGP,56354,11420.0,0.019829,0.022629,0.375,422271.5,2.9992552185027876e-05,0.28,180.936,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,12.953403751076568
235,MDC,66245,6047.0,0.538462,0.541262,0.125,23831.25,0.004822155782848152,-0.12,157.261,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,10.078753023605874
237,SCHL,69382,1695.0,0.1,0.1028,0.25,64865.625,0.0009560687960687961,1.34,42.605,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,11.080073101355286
238,BIG,75332,15132.0,-0.026316,-0.023516,0.25,266598.875,0.00062556152947007,0.01,142.904,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,12.493500466912892
240,CFR,75901,982.0,0.0625,0.0653,0.75,72292.5,0.0016390773593387973,0.64,383.701,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,11.188475668326232
241,MTRX,76279,8720.0,0.068493,0.071293,1.0,156273.0,0.0001599444561760509,0.22,31.54,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,11.95935975676579
242,PSA,76499,31931.0,0.0,0.0028,0.125,509753.75,0.00011169706941832208,0.26,559.321,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,13.14168304495697
243,SVC,82107,671.0,-0.018634,-0.015834,0.375,103095.0,0.002565003152432223,-0.84,2102.79,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,11.543406172223815
244,GPI,85447,3682.0,0.083333,0.086133,0.0285,9741.875,0.3069327003271957,5.44,1449.6,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,9.184188883243316
245,PRFT,87090,27038.0,1.363636,1.366436,0.0625,23609.625,0.006885073354617026,0.27,394.078,-0.0028,0.0048,0.0145,0.0053,-0.024,0.000346,1991-04,10.06940974685304
248,EGP,56354,4011.0,0.017857,0.020757,0.375,325270.5,3.893682335164117e-05,0.28,180.936,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,12.692412422828205
250,SCHL,69382,4077.0,0.018519,0.021419,0.25,63250.0,0.0009804901185770751,1.34,42.605,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,11.054850406589766
251,MGM,69754,1032.0,-0.013793,-0.010893,0.5,25226.5,0.0015426238281172576,-0.4,277.673,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,10.135650308270497
252,PB,86450,18437.0,-0.136986,-0.13408599999999998,0.0625,132402.375,0.0023805766324055742,1.48,6130.669,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,11.793600860390624
253,WELL,89632,1450.0,-0.125,-0.1221,0.25,8283.625,0.00088125669619279,0.55,69.767,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,9.022035953504368
254,CSII,91396,7105.0,-0.012346,-0.009446,0.5,181620.0,0.0003533146129280916,0.0,273.832,-0.0029,-0.0261,0.0242,0.0051,0.0064,0.003176,1988-05,12.109671871243819
255,FRC,10623,64620.0,-0.000913,-0.033113,0.25,1688977.0999999999,0.00011634023930815878,0.04,666.299,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.33963363737949
256,CW,18091,44060.0,0.041667,0.009467000000000003,0.625,2110377.5,0.00015760639980287887,0.44,786.768,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.56237739940238
257,ALE,24248,35301.0,0.06293,0.03073,0.125,1374221.52,0.000149393672717336,0.93,687.7,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.133397961476872
258,AIT,88279,4089.0,0.046814,0.014614000000000002,0.5,1377819.63,0.0005452723880846436,-0.14,880.707,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.13601282939059
259,AIT,88279,4089.0,0.046814,0.014614000000000002,0.5,1377819.63,0.0005452723880846436,-0.14,880.707,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.13601282939059
260,NRG,88279,4089.0,0.046814,0.014614000000000002,0.5,1377819.63,0.0003711233233046622,0.04,2785.92,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.13601282939059
261,ADP,44644,559359.0,0.009182,-0.023018,0.25,24240154.59,8.956626047655911e-05,0.65,5988.7,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,17.0035210966203
262,MKC,52090,137044.0,0.003627,-0.028573,0.36,4193562.4499999997,0.0001638737966093721,0.32,1004.608,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,15.249061157390626
263,MKC,52090,137044.0,0.003627,-0.028573,0.36,4193562.4499999997,0.0001638737966093721,0.32,1004.608,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,15.249061157390626
264,MKC,89155,336.0,0.008635,-0.023565,0.36,474568.26,0.0014480846232742155,0.32,1004.608,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,13.070160743376992
265,MKC,89155,336.0,0.008635,-0.023565,0.36,474568.26,0.0014480846232742155,0.32,1004.608,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,13.070160743376992
266,HD,66181,5154519.0,-0.153224,-0.185424,0.25,54823599.99999999,0.0003382667318454097,0.48,25673.0,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,17.819631316146467
267,MDC,66245,167637.0,-0.079793,-0.11199300000000001,0.125,1876730.5399999998,0.00039703302318509727,-2.07,2079.41,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.445041746392548
268,RES,66683,68476.0,0.030457,-0.001742999999999998,0.125,1392594.2100000002,0.00012282472436819908,0.29,359.251,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.14667890379129
269,SCHL,69382,6517.0,-0.00314,-0.035339999999999996,0.25,370852.69999999995,0.0001672254240025757,1.34,42.605,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,12.82356022770986
270,BDN,70121,125034.0,-0.018231,-0.050431000000000004,0.125,2197996.33,6.973669514725714e-05,-0.14,1843.817,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.603056744244583
271,SON,71176,160115.0,-0.162132,-0.194332,0.375,3045765.6,0.0003137729968451938,0.53,1222.814,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.929262856094697
272,Y,71271,3857.0,-0.014563,-0.046763,1.5,3310930.0,9.890574551561043e-05,12.21,2212.29,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,15.012739674656848
273,CMD,75545,2599.0,-0.157143,-0.189343,1.5,36338.100000000006,0.0014973815361837848,0.14,150.628,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,10.500622056598717
274,TFC,75631,15012.0,0.071724,0.039524,0.5,118383.71999999999,0.021480994177239914,0.78,11650.0,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,11.68168649197805
275,TECH,75694,35393.0,0.001111,-0.031089,0.5,2493173.92,2.4144725531221667e-05,0.61,411.463,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.72906712340969
276,PTC,75962,29347.0,-0.121053,-0.153253,0.5,79355.06,0.005406712565021059,0.2,1494.929,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,11.281687492037397
277,TYL,76185,66198.0,-0.099798,-0.131998,0.125,513200.7,9.807469085681294e-05,0.06,126.325,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,13.148422275713335
278,EXPO,76261,9830.0,0.029967,-0.002232999999999999,0.1875,363052.3,0.0001346169684092347,0.34,131.113,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,12.80230218000386
279,MTRX,76279,74395.0,0.107294,0.075094,1.0,557290.95,0.0003387422673919252,0.08,125.576,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,13.230842734416264
280,PRA,76838,34698.0,0.024534,-0.007665999999999999,0.25,1781319.2899999998,9.993155129420959e-05,1.08,1163.974,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,14.39286482189165
281,WNC,77117,45693.0,-0.134072,-0.166272,0.375,342154.74,0.0007565407394326905,0.03,275.523,0.0322,-0.0222,-0.0223,0.0032,0.0457,0.035794,2007-09,12.743018369857678
